"cellid","biname","date","xy","trap","bi","strain","replabel","ageatdox","ageatfl","bilength","maxabovelength","numblocks","firstblockabove","numblocks1","generation","strainrep"
"3_12_19 32 7","3_12_19 32 7.bi:3","3_12_19",32,7,"3","yTY160a","1",16,14,150,0,1,FALSE,"1",17,"yTY160a 3_12_19"
"3_12_19 32 7","3_12_19 32 7.bi:4","3_12_19",32,7,"4","yTY160a","1",16,14,170,40,3,FALSE,"3",18,"yTY160a 3_12_19"
"3_12_19 32 7","3_12_19 32 7.bi:5","3_12_19",32,7,"5","yTY160a","1",16,14,30,0,1,FALSE,"1",19,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:1","3_12_19",33,2,"1","yTY160a","1",18,16,60,0,1,FALSE,"1",17,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:2","3_12_19",33,2,"2","yTY160a","1",18,16,70,0,1,FALSE,"1",18,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:3","3_12_19",33,2,"3","yTY160a","1",18,16,100,0,1,FALSE,"1",19,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:4","3_12_19",33,2,"4","yTY160a","1",18,16,90,0,1,FALSE,"1",20,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:5","3_12_19",33,2,"5","yTY160a","1",18,16,80,0,1,FALSE,"1",21,"yTY160a 3_12_19"
"3_12_19 33 2","3_12_19 33 2.bi:6","3_12_19",33,2,"6","yTY160a","1",18,16,90,0,1,FALSE,"1",22,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:1","3_12_19",34,3,"1","yTY160a","1",22,20,70,0,1,FALSE,"1",21,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:2","3_12_19",34,3,"2","yTY160a","1",22,20,60,0,1,FALSE,"1",22,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:3","3_12_19",34,3,"3","yTY160a","1",22,20,60,0,1,FALSE,"1",23,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:4","3_12_19",34,3,"4","yTY160a","1",22,20,70,0,1,FALSE,"1",24,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:5","3_12_19",34,3,"5","yTY160a","1",22,20,80,0,1,FALSE,"1",25,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:6","3_12_19",34,3,"6","yTY160a","1",22,20,70,0,1,FALSE,"1",26,"yTY160a 3_12_19"
"3_12_19 34 3","3_12_19 34 3.bi:7","3_12_19",34,3,"7","yTY160a","1",22,20,80,0,1,FALSE,"1",27,"yTY160a 3_12_19"
"3_25_19 1 2","3_25_19 1 2.bi:1","3_25_19",1,2,"1","yTY160a","2",16,15,100,10,3,FALSE,"3",16,"yTY160a 3_25_19"
"3_25_19 1 2","3_25_19 1 2.bi:2","3_25_19",1,2,"2","yTY160a","2",16,15,100,10,3,FALSE,"3",17,"yTY160a 3_25_19"
"3_25_19 1 2","3_25_19 1 2.bi:3","3_25_19",1,2,"3","yTY160a","2",16,15,80,10,3,FALSE,"3",18,"yTY160a 3_25_19"
"3_25_19 1 2","3_25_19 1 2.bi:4","3_25_19",1,2,"4","yTY160a","2",16,15,80,10,3,FALSE,"3",19,"yTY160a 3_25_19"
"3_25_19 1 2","3_25_19 1 2.bi:5","3_25_19",1,2,"5","yTY160a","2",16,15,60,20,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 1 3","3_25_19 1 3.bi:1","3_25_19",1,3,"1","yTY160a","2",20,19,170,30,5,FALSE,">=5",20,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:1","3_25_19",1,4,"1","yTY160a","2",21,20,90,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:2","3_25_19",1,4,"2","yTY160a","2",21,20,70,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:3","3_25_19",1,4,"3","yTY160a","2",21,20,80,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:4","3_25_19",1,4,"4","yTY160a","2",21,20,90,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:5","3_25_19",1,4,"5","yTY160a","2",21,20,110,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 1 4","3_25_19 1 4.bi:6","3_25_19",1,4,"6","yTY160a","2",21,20,10,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:1","3_25_19",1,5,"1","yTY160a","2",21,19,70,10,2,FALSE,"2",20,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:2","3_25_19",1,5,"2","yTY160a","2",21,19,100,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:3","3_25_19",1,5,"3","yTY160a","2",21,19,90,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:4","3_25_19",1,5,"4","yTY160a","2",21,19,80,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:5","3_25_19",1,5,"5","yTY160a","2",21,19,90,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 1 5","3_25_19 1 5.bi:6","3_25_19",1,5,"6","yTY160a","2",21,19,30,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:1","3_25_19",1,6,"1","yTY160a","2",19,17,70,10,3,FALSE,"3",18,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:2","3_25_19",1,6,"2","yTY160a","2",19,17,60,0,1,FALSE,"1",19,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:3","3_25_19",1,6,"3","yTY160a","2",19,17,80,0,1,FALSE,"1",20,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:4","3_25_19",1,6,"4","yTY160a","2",19,17,90,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:5","3_25_19",1,6,"5","yTY160a","2",19,17,50,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:6","3_25_19",1,6,"6","yTY160a","2",19,17,80,10,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:7","3_25_19",1,6,"7","yTY160a","2",19,17,60,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 1 6","3_25_19 1 6.bi:8","3_25_19",1,6,"8","yTY160a","2",19,17,20,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:1","3_25_19",1,7,"1","yTY160a","2",22,20,70,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:2","3_25_19",1,7,"2","yTY160a","2",22,20,60,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:3","3_25_19",1,7,"3","yTY160a","2",22,20,60,10,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:4","3_25_19",1,7,"4","yTY160a","2",22,20,70,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:5","3_25_19",1,7,"5","yTY160a","2",22,20,90,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:6","3_25_19",1,7,"6","yTY160a","2",22,20,90,10,5,FALSE,">=5",26,"yTY160a 3_25_19"
"3_25_19 1 7","3_25_19 1 7.bi:7","3_25_19",1,7,"7","yTY160a","2",22,20,40,0,1,FALSE,"1",27,"yTY160a 3_25_19"
"3_25_19 1 9","3_25_19 1 9.bi:1","3_25_19",1,9,"1","yTY160a","2",23,21,80,10,3,FALSE,"3",22,"yTY160a 3_25_19"
"3_25_19 1 9","3_25_19 1 9.bi:2","3_25_19",1,9,"2","yTY160a","2",23,21,80,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 1 9","3_25_19 1 9.bi:3","3_25_19",1,9,"3","yTY160a","2",23,21,90,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 1 9","3_25_19 1 9.bi:4","3_25_19",1,9,"4","yTY160a","2",23,21,150,80,2,FALSE,"2",25,"yTY160a 3_25_19"
"3_25_19 1 9","3_25_19 1 9.bi:5","3_25_19",1,9,"5","yTY160a","2",23,21,80,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 1 10","3_25_19 1 10.bi:1","3_25_19",1,10,"1","yTY160a","2",23,22,90,10,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 1 10","3_25_19 1 10.bi:2","3_25_19",1,10,"2","yTY160a","2",23,22,140,20,7,FALSE,">=5",24,"yTY160a 3_25_19"
"3_25_19 1 10","3_25_19 1 10.bi:3","3_25_19",1,10,"3","yTY160a","2",23,22,130,10,3,FALSE,"3",25,"yTY160a 3_25_19"
"3_25_19 2 2","3_25_19 2 2.bi:1","3_25_19",2,2,"1","yTY160a","2",20,19,130,30,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 2 2","3_25_19 2 2.bi:2","3_25_19",2,2,"2","yTY160a","2",20,19,190,50,6,TRUE,">=5",21,"yTY160a 3_25_19"
"3_25_19 2 2","3_25_19 2 2.bi:3","3_25_19",2,2,"3","yTY160a","2",20,19,140,100,2,FALSE,"2",22,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:1","3_25_19",2,5,"1","yTY160a","2",21,19,60,0,1,FALSE,"1",20,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:2","3_25_19",2,5,"2","yTY160a","2",21,19,70,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:3","3_25_19",2,5,"3","yTY160a","2",21,19,70,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:4","3_25_19",2,5,"4","yTY160a","2",21,19,70,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:5","3_25_19",2,5,"5","yTY160a","2",21,19,70,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:6","3_25_19",2,5,"6","yTY160a","2",21,19,70,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 2 5","3_25_19 2 5.bi:7","3_25_19",2,5,"7","yTY160a","2",21,19,70,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 2 6","3_25_19 2 6.bi:1","3_25_19",2,6,"1","yTY160a","2",18,17,120,10,4,FALSE,"4",18,"yTY160a 3_25_19"
"3_25_19 2 6","3_25_19 2 6.bi:2","3_25_19",2,6,"2","yTY160a","2",18,17,140,40,5,FALSE,">=5",19,"yTY160a 3_25_19"
"3_25_19 2 6","3_25_19 2 6.bi:3","3_25_19",2,6,"3","yTY160a","2",18,17,170,30,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 2 6","3_25_19 2 6.bi:4","3_25_19",2,6,"4","yTY160a","2",18,17,10,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:1","3_25_19",2,7,"1","yTY160a","2",21,19,70,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:2","3_25_19",2,7,"2","yTY160a","2",21,19,60,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:3","3_25_19",2,7,"3","yTY160a","2",21,19,80,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:4","3_25_19",2,7,"4","yTY160a","2",21,19,70,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:5","3_25_19",2,7,"5","yTY160a","2",21,19,80,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:6","3_25_19",2,7,"6","yTY160a","2",21,19,70,10,3,FALSE,"3",25,"yTY160a 3_25_19"
"3_25_19 2 7","3_25_19 2 7.bi:7","3_25_19",2,7,"7","yTY160a","2",21,19,30,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 2 8","3_25_19 2 8.bi:1","3_25_19",2,8,"1","yTY160a","2",22,21,100,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 2 8","3_25_19 2 8.bi:2","3_25_19",2,8,"2","yTY160a","2",22,21,90,10,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 2 8","3_25_19 2 8.bi:3","3_25_19",2,8,"3","yTY160a","2",22,21,80,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 2 8","3_25_19 2 8.bi:4","3_25_19",2,8,"4","yTY160a","2",22,21,170,60,3,FALSE,"3",25,"yTY160a 3_25_19"
"3_25_19 2 10","3_25_19 2 10.bi:1","3_25_19",2,10,"1","yTY160a","2",20,19,160,20,6,FALSE,">=5",20,"yTY160a 3_25_19"
"3_25_19 3 1","3_25_19 3 1.bi:1","3_25_19",3,1,"1","yTY160a","2",18,16,80,0,1,FALSE,"1",17,"yTY160a 3_25_19"
"3_25_19 3 1","3_25_19 3 1.bi:2","3_25_19",3,1,"2","yTY160a","2",18,16,90,0,1,FALSE,"1",18,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:1","3_25_19",3,4,"1","yTY160a","2",21,20,90,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:2","3_25_19",3,4,"2","yTY160a","2",21,20,70,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:3","3_25_19",3,4,"3","yTY160a","2",21,20,70,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:4","3_25_19",3,4,"4","yTY160a","2",21,20,70,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:5","3_25_19",3,4,"5","yTY160a","2",21,20,60,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:6","3_25_19",3,4,"6","yTY160a","2",21,20,80,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 3 4","3_25_19 3 4.bi:7","3_25_19",3,4,"7","yTY160a","2",21,20,10,0,1,FALSE,"1",27,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:1","3_25_19",3,7,"1","yTY160a","2",19,17,70,0,1,FALSE,"1",18,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:2","3_25_19",3,7,"2","yTY160a","2",19,17,70,0,1,FALSE,"1",19,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:3","3_25_19",3,7,"3","yTY160a","2",19,17,70,0,1,FALSE,"1",20,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:4","3_25_19",3,7,"4","yTY160a","2",19,17,70,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:5","3_25_19",3,7,"5","yTY160a","2",19,17,60,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:6","3_25_19",3,7,"6","yTY160a","2",19,17,60,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:7","3_25_19",3,7,"7","yTY160a","2",19,17,80,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 3 7","3_25_19 3 7.bi:8","3_25_19",3,7,"8","yTY160a","2",19,17,20,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:1","3_25_19",4,8,"1","yTY160a","2",25,23,70,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:2","3_25_19",4,8,"2","yTY160a","2",25,23,70,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:3","3_25_19",4,8,"3","yTY160a","2",25,23,110,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:4","3_25_19",4,8,"4","yTY160a","2",25,23,70,10,3,FALSE,"3",27,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:5","3_25_19",4,8,"5","yTY160a","2",25,23,70,0,1,FALSE,"1",28,"yTY160a 3_25_19"
"3_25_19 4 8","3_25_19 4 8.bi:6","3_25_19",4,8,"6","yTY160a","2",25,23,70,10,3,FALSE,"3",29,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:1","3_25_19",4,10,"1","yTY160a","2",22,20,80,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:2","3_25_19",4,10,"2","yTY160a","2",22,20,80,10,4,FALSE,"4",22,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:3","3_25_19",4,10,"3","yTY160a","2",22,20,90,10,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:4","3_25_19",4,10,"4","yTY160a","2",22,20,90,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:5","3_25_19",4,10,"5","yTY160a","2",22,20,100,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 4 10","3_25_19 4 10.bi:6","3_25_19",4,10,"6","yTY160a","2",22,20,10,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:1","3_25_19",5,5,"1","yTY160a","2",24,22,70,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:2","3_25_19",5,5,"2","yTY160a","2",24,22,60,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:3","3_25_19",5,5,"3","yTY160a","2",24,22,70,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:4","3_25_19",5,5,"4","yTY160a","2",24,22,70,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:5","3_25_19",5,5,"5","yTY160a","2",24,22,60,0,1,FALSE,"1",27,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:6","3_25_19",5,5,"6","yTY160a","2",24,22,70,10,3,FALSE,"3",28,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:7","3_25_19",5,5,"7","yTY160a","2",24,22,60,0,1,FALSE,"1",29,"yTY160a 3_25_19"
"3_25_19 5 5","3_25_19 5 5.bi:8","3_25_19",5,5,"8","yTY160a","2",24,22,10,0,1,FALSE,"1",30,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:1","3_25_19",5,7,"1","yTY160a","2",20,18,90,0,1,FALSE,"1",19,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:2","3_25_19",5,7,"2","yTY160a","2",20,18,80,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:3","3_25_19",5,7,"3","yTY160a","2",20,18,70,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:4","3_25_19",5,7,"4","yTY160a","2",20,18,90,10,3,FALSE,"3",22,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:5","3_25_19",5,7,"5","yTY160a","2",20,18,100,20,5,FALSE,">=5",23,"yTY160a 3_25_19"
"3_25_19 5 7","3_25_19 5 7.bi:6","3_25_19",5,7,"6","yTY160a","2",20,18,40,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 6 2","3_25_19 6 2.bi:1","3_25_19",6,2,"1","yTY160a","2",22,20,90,20,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 6 2","3_25_19 6 2.bi:2","3_25_19",6,2,"2","yTY160a","2",22,20,180,20,5,FALSE,">=5",22,"yTY160a 3_25_19"
"3_25_19 6 2","3_25_19 6 2.bi:3","3_25_19",6,2,"3","yTY160a","2",22,20,50,30,2,FALSE,"2",23,"yTY160a 3_25_19"
"3_25_19 6 5","3_25_19 6 5.bi:1","3_25_19",6,5,"1","yTY160a","2",24,22,80,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 6 5","3_25_19 6 5.bi:2","3_25_19",6,5,"2","yTY160a","2",24,22,100,0,1,FALSE,"1",24,"yTY160a 3_25_19"
"3_25_19 6 5","3_25_19 6 5.bi:3","3_25_19",6,5,"3","yTY160a","2",24,22,110,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 6 5","3_25_19 6 5.bi:4","3_25_19",6,5,"4","yTY160a","2",24,22,130,10,3,FALSE,"3",26,"yTY160a 3_25_19"
"3_25_19 6 5","3_25_19 6 5.bi:5","3_25_19",6,5,"5","yTY160a","2",24,22,50,0,1,FALSE,"1",27,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:1","3_25_19",6,8,"1","yTY160a","2",22,20,60,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:2","3_25_19",6,8,"2","yTY160a","2",22,20,90,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:3","3_25_19",6,8,"3","yTY160a","2",22,20,90,20,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:4","3_25_19",6,8,"4","yTY160a","2",22,20,90,30,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:5","3_25_19",6,8,"5","yTY160a","2",22,20,100,20,3,FALSE,"3",25,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:6","3_25_19",6,8,"6","yTY160a","2",22,20,10,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:1","3_25_19",6,9,"1","yTY160a","2",17,16,80,0,1,FALSE,"1",17,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:2","3_25_19",6,9,"2","yTY160a","2",17,16,90,10,3,FALSE,"3",18,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:3","3_25_19",6,9,"3","yTY160a","2",17,16,100,10,3,FALSE,"3",19,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:4","3_25_19",6,9,"4","yTY160a","2",17,16,80,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:5","3_25_19",6,9,"5","yTY160a","2",17,16,90,20,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:1","3_25_19",7,2,"1","yTY160a","2",22,20,80,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:2","3_25_19",7,2,"2","yTY160a","2",22,20,90,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:3","3_25_19",7,2,"3","yTY160a","2",22,20,90,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:4","3_25_19",7,2,"4","yTY160a","2",22,20,90,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:5","3_25_19",7,2,"5","yTY160a","2",22,20,90,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:6","3_25_19",7,2,"6","yTY160a","2",22,20,20,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:1","3_25_19",7,6,"1","yTY160a","2",19,18,80,0,1,FALSE,"1",19,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:2","3_25_19",7,6,"2","yTY160a","2",19,18,80,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:3","3_25_19",7,6,"3","yTY160a","2",19,18,100,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:4","3_25_19",7,6,"4","yTY160a","2",19,18,100,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:5","3_25_19",7,6,"5","yTY160a","2",19,18,80,10,2,FALSE,"2",23,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:1","3_25_19",7,8,"1","yTY160a","2",21,20,100,30,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:2","3_25_19",7,8,"2","yTY160a","2",21,20,100,10,3,FALSE,"3",22,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:3","3_25_19",7,8,"3","yTY160a","2",21,20,160,30,5,FALSE,">=5",23,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:4","3_25_19",7,8,"4","yTY160a","2",21,20,150,30,3,FALSE,"3",24,"yTY160a 3_25_19"
